Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
4e-06,terpsgoingintothewoods_657823,Tick,0,0,0,0,,,0,0,0,OK
4e-06,FinancialFighters_192837,Tick,0,0,0,0,,,0,0,0,OK
4e-06,CrazyThursday_10086,Tick,0,0,0,0,,,0,0,0,OK
4e-06,ashbreaker_735129,Tick,0,0,0,0,,,0,0,0,OK
4e-06,RevenueRangers_999999,Tick,0,0,0,0,,,0,0,0,OK
4e-06,GrowmoreAP_772629,Tick,0,0,0,0,,,0,0,0,OK
4e-06,HLPLCapital_679569,Tick,0,0,0,0,,,0,0,0,OK
0.201741,terpsgoingintothewoods_657823,Tick,0,0,0,0,,,0,0,0,OK
0.201741,FinancialFighters_192837,Tick,0,0,0,0,,,0,0,0,OK
0.201741,CrazyThursday_10086,Tick,0,0,0,0,,,0,0,0,OK
0.201741,ashbreaker_735129,Tick,0,0,0,0,,,0,0,0,OK
0.201741,RevenueRangers_999999,Tick,0,0,0,0,,,0,0,0,OK
0.201741,GrowmoreAP_772629,Tick,0,0,0,0,,,0,0,0,OK
0.201741,HLPLCapital_679569,Tick,0,0,0,0,,,0,0,0,OK
0.477549,terpsgoingintothewoods_657823,Tick,0,0,0,0,,,0,0,0,OK
0.477549,FinancialFighters_192837,Tick,0,0,0,0,,,0,0,0,OK
0.477549,CrazyThursday_10086,Tick,0,0,0,0,,,0,0,0,OK
0.477549,ashbreaker_735129,Tick,0,0,0,0,,,0,0,0,OK
0.477549,RevenueRangers_999999,Tick,0,0,0,0,,,0,0,0,OK
0.477549,GrowmoreAP_772629,Tick,0,0,0,0,,,0,0,0,OK
0.477549,HLPLCapital_679569,Tick,0,0,0,0,,,0,0,0,OK
0.710608,terpsgoingintothewoods_657823,Tick,0,0,0,0,,,0,0,0,OK
0.710608,FinancialFighters_192837,Tick,0,0,0,0,,,0,0,0,OK
0.710608,CrazyThursday_10086,Tick,0,0,0,0,,,0,0,0,OK
0.710608,ashbreaker_735129,Tick,0,0,0,0,,,0,0,0,OK
0.710608,RevenueRangers_999999,Tick,0,0,0,0,,,0,0,0,OK
0.710608,GrowmoreAP_772629,Tick,0,0,0,0,,,0,0,0,OK
0.710608,HLPLCapital_679569,Tick,0,0,0,0,,,0,0,0,OK
0.953329,terpsgoingintothewoods_657823,Tick,0,0,0,0,,,0,0,0,OK
0.953329,FinancialFighters_192837,Tick,0,0,0,0,,,0,0,0,OK
0.953329,CrazyThursday_10086,Tick,0,0,0,0,,,0,0,0,OK
0.953329,ashbreaker_735129,Tick,0,0,0,0,,,0,0,0,OK
0.953329,RevenueRangers_999999,Tick,0,0,0,0,,,0,0,0,OK
0.953329,GrowmoreAP_772629,Tick,0,0,0,0,,,0,0,0,OK
0.953329,HLPLCapital_679569,Tick,0,0,0,0,,,0,0,0,OK
1.220743,terpsgoingintothewoods_657823,Tick,0,0,0,0,,140400,0,0,0,OK
1.220743,FinancialFighters_192837,Tick,0,0,0,0,,140400,0,0,0,OK
1.220743,CrazyThursday_10086,Tick,0,0,0,0,,140400,0,0,0,OK
1.220743,ashbreaker_735129,Tick,0,0,0,0,,140400,0,0,0,OK
1.220743,RevenueRangers_999999,Tick,0,0,0,0,,140400,0,0,0,OK
1.220743,GrowmoreAP_772629,Tick,0,0,0,0,,140400,0,0,0,OK
1.220743,HLPLCapital_679569,Tick,0,0,0,0,,140400,0,0,0,OK
1.483208,terpsgoingintothewoods_657823,Tick,0,0,0,0,,140400,0,0,0,OK
1.483208,FinancialFighters_192837,Tick,0,0,0,0,,140400,0,0,0,OK
1.483208,CrazyThursday_10086,Tick,0,0,0,0,,140400,0,0,0,OK
1.483208,ashbreaker_735129,Tick,0,0,0,0,,140400,0,0,0,OK
1.483208,RevenueRangers_999999,Tick,0,0,0,0,,140400,0,0,0,OK
1.483208,GrowmoreAP_772629,Tick,0,0,0,0,,140400,0,0,0,OK
1.483208,HLPLCapital_679569,Tick,0,0,0,0,,140400,0,0,0,OK
1.775369,terpsgoingintothewoods_657823,Tick,0,0,0,0,,140400,0,0,0,OK
1.775369,FinancialFighters_192837,Tick,0,0,0,0,,140400,0,0,0,OK
1.775369,CrazyThursday_10086,Tick,0,0,0,0,,140400,0,0,0,OK
1.775369,ashbreaker_735129,Tick,0,0,0,0,,140400,0,0,0,OK
1.775369,RevenueRangers_999999,Tick,0,0,0,0,,140400,0,0,0,OK
1.775369,GrowmoreAP_772629,Tick,0,0,0,0,,140400,0,0,0,OK
1.775369,HLPLCapital_679569,Tick,0,0,0,0,,140400,0,0,0,OK
1.995532,terpsgoingintothewoods_657823,Tick,0,0,0,0,140800,140400,0,0,0,OK
1.995532,FinancialFighters_192837,Tick,0,0,0,0,140800,140400,0,0,0,OK
1.995532,CrazyThursday_10086,Tick,0,0,0,0,140800,140400,0,0,0,OK
1.995532,ashbreaker_735129,Tick,0,10,-10,10,140800,140400,-141,1141,-1669,OK
1.995532,RevenueRangers_999999,Tick,0,85,-85,85,140800,140400,-1197,26697,2812,OK
1.995532,GrowmoreAP_772629,Tick,0,0,0,0,140800,140400,0,0,0,OK
1.995532,HLPLCapital_679569,Tick,0,30,-30,30,140800,140400,-422,6422,-2008,OK
2.275828,terpsgoingintothewoods_657823,Tick,0,0,0,0,140800,140400,0,0,0,OK
2.275828,FinancialFighters_192837,Tick,0,0,0,0,140800,140400,0,0,0,OK
2.275828,CrazyThursday_10086,Tick,0,0,0,0,140800,140400,0,0,0,OK
2.275828,ashbreaker_735129,Tick,0,10,-10,10,140800,140400,-141,1141,-1669,OK
2.275828,RevenueRangers_999999,Tick,0,85,-85,85,140800,140400,-1197,26697,2812,OK
2.275828,GrowmoreAP_772629,Tick,0,0,0,0,140800,140400,0,0,0,OK
2.275828,HLPLCapital_679569,Tick,0,30,-30,30,140800,140400,-422,6422,-2008,OK
2.469728,terpsgoingintothewoods_657823,Tick,0,0,0,0,140800,140600,0,0,0,OK
2.469728,FinancialFighters_192837,Tick,0,0,0,0,140800,140600,0,0,0,OK
2.469728,CrazyThursday_10086,Tick,0,0,0,0,140800,140600,0,0,0,OK
2.469728,ashbreaker_735129,Tick,0,10,-10,10,140800,140600,-141,1141,-859,OK
2.469728,RevenueRangers_999999,Tick,0,85,-85,85,140800,140600,-1197,26697,9697,OK
2.469728,GrowmoreAP_772629,Tick,0,0,0,0,140800,140600,0,0,0,OK
2.469728,HLPLCapital_679569,Tick,0,30,-30,30,140800,140600,-422,6422,422,OK
2.744714,terpsgoingintothewoods_657823,Tick,0,0,0,0,140800,140600,0,0,0,OK
2.744714,FinancialFighters_192837,Tick,0,0,0,0,140800,140600,0,0,0,OK
2.744714,CrazyThursday_10086,Tick,0,0,0,0,140800,140600,0,0,0,OK
2.744714,ashbreaker_735129,Tick,0,20,-20,20,140800,140600,-282,2282,-1718,OK
2.744714,RevenueRangers_999999,Tick,0,100,-100,100,140800,140600,-1408,29908,9908,OK
2.744714,GrowmoreAP_772629,Tick,0,0,0,0,140800,140600,0,0,0,OK
2.744714,HLPLCapital_679569,Tick,0,52,-52,52,140800,140600,-732,11132,732,OK
2.984532,terpsgoingintothewoods_657823,Tick,0,0,0,0,140800,140600,0,0,0,OK
2.984532,FinancialFighters_192837,Tick,0,0,0,0,140800,140600,0,0,0,OK
2.984532,CrazyThursday_10086,Tick,0,0,0,0,140800,140600,0,0,0,OK
2.984532,ashbreaker_735129,Tick,0,20,-20,20,140800,140600,-282,2282,-1718,OK
2.984532,RevenueRangers_999999,Tick,0,100,-100,100,140800,140600,-1408,29908,9908,OK
2.984532,GrowmoreAP_772629,Tick,0,0,0,0,140800,140600,0,0,0,OK
2.984532,HLPLCapital_679569,Tick,0,52,-52,52,140800,140600,-732,11132,732,OK
3.213933,terpsgoingintothewoods_657823,Tick,0,0,0,0,140800,140600,0,0,0,OK
3.213933,FinancialFighters_192837,Tick,0,0,0,0,140800,140600,0,0,0,OK
3.213933,CrazyThursday_10086,Tick,0,0,0,0,140800,140600,0,0,0,OK
3.213933,ashbreaker_735129,Tick,0,20,-20,20,140800,140600,-282,2282,-1718,OK
3.213933,RevenueRangers_999999,Tick,0,100,-100,100,140800,140600,-1408,29908,9908,OK
3.213933,GrowmoreAP_772629,Tick,0,0,0,0,140800,140600,0,0,0,OK
3.213933,HLPLCapital_679569,Tick,0,52,-52,52,140800,140600,-732,11132,732,OK
3.500762,terpsgoingintothewoods_657823,Tick,0,0,0,0,140800,140600,0,0,0,OK
3.500762,FinancialFighters_192837,Tick,0,0,0,0,140800,140600,0,0,0,OK
3.500762,CrazyThursday_10086,Tick,0,0,0,0,140800,140600,0,0,0,OK
3.500762,ashbreaker_735129,Tick,0,20,-20,20,140800,140600,-282,2282,-1718,OK
3.500762,RevenueRangers_999999,Tick,0,100,-100,100,140800,140600,-1408,29908,9908,OK
3.500762,GrowmoreAP_772629,Tick,0,0,0,0,140800,140600,0,0,0,OK
3.500762,HLPLCapital_679569,Tick,0,52,-52,52,140800,140600,-732,11132,732,OK
3.769232,terpsgoingintothewoods_657823,Tick,0,0,0,0,140800,140600,0,0,0,OK
3.769232,FinancialFighters_192837,Tick,0,0,0,0,140800,140600,0,0,0,OK
3.769232,CrazyThursday_10086,Tick,0,0,0,0,140800,140600,0,0,0,OK
3.769232,ashbreaker_735129,Tick,0,20,-20,20,140800,140600,-282,2282,-1718,OK
3.769232,RevenueRangers_999999,Tick,0,100,-100,100,140800,140600,-1408,29908,9908,OK
3.769232,GrowmoreAP_772629,Tick,0,0,0,0,140800,140600,0,0,0,OK
3.769232,HLPLCapital_679569,Tick,0,52,-52,52,140800,140600,-732,11132,732,OK
3.972496,terpsgoingintothewoods_657823,Tick,0,0,0,0,140600,140600,0,0,0,OK
3.972496,FinancialFighters_192837,Tick,0,0,0,0,140600,140600,0,0,0,OK
3.972496,CrazyThursday_10086,Tick,0,0,0,0,140600,140600,0,0,0,OK
3.972496,ashbreaker_735129,Tick,0,30,-30,30,140600,140600,-423,1423,1423,OK
3.972496,RevenueRangers_999999,Tick,0,100,-100,100,140600,140600,-1408,29908,29908,OK
3.972496,GrowmoreAP_772629,Tick,0,0,0,0,140600,140600,0,0,0,OK
3.972496,HLPLCapital_679569,Tick,10,52,-42,42,140600,140600,-451,9851,9851,OK
4.284592,terpsgoingintothewoods_657823,Tick,0,0,0,0,141200,140600,0,0,0,OK
4.284592,FinancialFighters_192837,Tick,0,0,0,0,141200,140600,0,0,0,OK
4.284592,CrazyThursday_10086,Tick,0,0,0,0,141200,140600,0,0,0,OK
4.284592,ashbreaker_735129,Tick,0,40,-40,40,141200,140600,-564,2564,-8676,OK
4.284592,RevenueRangers_999999,Tick,0,100,-100,100,141200,140600,-1408,29908,1808,OK
4.284592,GrowmoreAP_772629,Tick,0,0,0,0,141200,140600,0,0,0,OK
4.284592,HLPLCapital_679569,Tick,10,82,-72,72,141200,140600,-873,16273,-3959,OK
4.500232,terpsgoingintothewoods_657823,Tick,0,0,0,0,141200,140600,0,0,0,OK
4.500232,FinancialFighters_192837,Tick,0,0,0,0,141200,140600,0,0,0,OK
4.500232,CrazyThursday_10086,Tick,0,0,0,0,141200,140600,0,0,0,OK
4.500232,ashbreaker_735129,Tick,0,40,-40,40,141200,140600,-564,2564,-8676,OK
4.500232,RevenueRangers_999999,Tick,0,100,-100,100,141200,140600,-1408,29908,1808,OK
4.500232,GrowmoreAP_772629,Tick,0,0,0,0,141200,140600,0,0,0,OK
4.500232,HLPLCapital_679569,Tick,10,82,-72,72,141200,140600,-873,16273,-3959,OK
4.792366,terpsgoingintothewoods_657823,Tick,0,0,0,0,140500,140500,0,0,0,OK
4.792366,FinancialFighters_192837,Tick,0,0,0,0,140500,140500,0,0,0,OK
4.792366,CrazyThursday_10086,Tick,0,0,0,0,140500,140500,0,0,0,OK
4.792366,ashbreaker_735129,Tick,0,40,-40,40,140500,140500,-564,2564,2564,OK
4.792366,RevenueRangers_999999,Tick,0,100,-100,100,140500,140500,-1408,29908,29908,OK
4.792366,GrowmoreAP_772629,Tick,0,0,0,0,140500,140500,0,0,0,OK
4.792366,HLPLCapital_679569,Tick,61,82,-21,21,140500,140500,-1590,16990,16990,OK
5.020455,terpsgoingintothewoods_657823,Tick,0,0,0,0,140500,140400,0,0,0,OK
5.020455,FinancialFighters_192837,Tick,0,0,0,0,140500,140400,0,0,0,OK
5.020455,CrazyThursday_10086,Tick,0,0,0,0,140500,140400,0,0,0,OK
5.020455,ashbreaker_735129,Tick,0,40,-40,40,140500,140400,-564,2564,-1436,OK
5.020455,RevenueRangers_999999,Tick,0,100,-100,100,140500,140400,-1408,29908,19908,OK
5.020455,GrowmoreAP_772629,Tick,0,0,0,0,140500,140400,0,0,0,OK
5.020455,HLPLCapital_679569,Tick,61,82,-21,21,140500,140400,-1590,16990,14890,OK
5.213726,terpsgoingintothewoods_657823,Tick,0,0,0,0,140400,140400,0,0,0,OK
5.213726,FinancialFighters_192837,Tick,0,0,0,0,140400,140400,0,0,0,OK
5.213726,CrazyThursday_10086,Tick,0,10,-10,10,140400,140400,281,-281,-281,OK
5.213726,ashbreaker_735129,Tick,10,40,-30,30,140400,140400,-704,704,704,OK
5.213726,RevenueRangers_999999,Tick,0,100,-100,100,140400,140400,-1408,29908,29908,OK
